Find,ID,Year,Group,sdb.ra,vig.ra,sex,age,rank,rank2,rc,outdeg.grm,indeg.grm,eigen.pr,betw.pr,outdeg.agg,indeg.agg
0A4|2017,0A4,2017,F,18.86,123.95,Female,12.3,97.1831,94.6667,0.819510893,1.287,2.415,0.082,0.102,0.009,0.014
0G5|2017,0G5,2017,F,15.17,152.38,Female,9.3,98.5915,97.3333,0.866300618,,,,,,
0I5|2017,0I5,2017,F,31.5,161.9,Female,8.3,64.7887,77.3333,0.632954538,1.278,1.587,0.03,0.011,0.007,0.002
0I6|2017,0I6,2017,F,15.65,148.44,Female,8.1,50.7042,56,0.533182178,0.123,1.401,0.013,0.008,0.002,0
0K2|2017,0K2,2017,F,14.07,125.29,Female,7.2,26.7606,22.6667,0.746063821,0.991,1.579,0.029,0.029,0.005,0.005
0K7|2017,0K7,2017,F,16.07,140.63,Female,7.3,15.493,52,0.646082208,1.894,0.913,0.036,0.003,0.012,0.009
12Z|2017,12Z,2017,F,17.24,238.97,Male,13.2,83.871,74.2857,0.549681546,0.379,2.397,0.026,0.006,0.002,0.012
1H6|2017,1H6,2017,F,23.34,236.84,Female,8.1,36.6197,26.6667,0.646448872,1.02,1.418,0.006,0.014,0.01,0.009
1J0|2017,1J0,2017,F,31.7,224.85,Male,7.2,41.9355,34.2857,0.809057922,,,,,,
1J8|2017,1J8,2017,F,18.08,119.77,Male,7.2,58.0645,82.8571,0.850240244,2.547,4.351,0.074,0.054,0.007,0.01
1L5|2017,1L5,2017,F,26.63,174.99,Female,6.3,12.6761,41.3333,0.63265233,0.079,0.092,0.001,0.006,0.002,0.007
28J|2017,28J,2017,F,24.26,213.93,Female,18.9,30.9859,18.6667,0.673010387,1.182,0,0.006,0.007,0.005,0.002
2A2|2017,2A2,2017,F,16.64,146.16,Female,12.2,8.4507,1.3333,0.792848338,1.576,1.919,0.001,0,0.005,0.004
2A5|2017,2A5,2017,F,17.37,191.86,Female,12.1,21.1268,6.6667,0.739734766,2.418,0.476,0,0,0.007,0.005
2A7|2017,2A7,2017,F,29.64,222.65,Female,12.3,61.9718,60,0.805952,0,1.532,0.134,0.016,0.007,0.002
2H3|2017,2H3,2017,F,20.68,120.68,Female,8.2,45.0704,21.3333,0.746150567,1.874,1.913,0.019,0.002,0.005,0.007
2J2|2017,2J2,2017,F,23.94,163.99,Female,7.4,23.9437,45.3333,0.65258662,0.477,0.385,0.001,0,0.007,0.005
2J6|2017,2J6,2017,F,29.95,216.6,Male,7.4,51.6129,68.5714,0.857589107,1.655,2.691,0,0,0.007,0.005
2L5|2017,2L5,2017,F,33.97,203.06,Female,6.4,25.3521,30.6667,0.633062542,3.677,2.318,0.015,0.048,0.01,0.005
2L8|2017,2L8,2017,F,38.03,102.9,Female,6.2,92.9577,50.6667,0.546288592,0.509,1.733,0.036,0.013,0.005,0.007
34N|2017,34N,2017,F,8.78,120.91,Female,17.1,35.9336,34.6667,0.659482903,,,,,,
36Z|2017,36Z,2017,F,37.87,237.27,Female,13,91.5493,24,0.666191097,1.448,0.131,0,0,0.005,0.002
3E4|2017,3E4,2017,F,27.81,83.43,Male,10.1,51.437,,,,,,,,
3E7|2017,3E7,2017,F,17.21,175.25,Female,10.2,47.8873,8,0.759197427,0.837,2.756,0.008,0.023,0.012,0.005
3L3|2017,3L3,2017,F,29.54,156,Male,6.4,48.3871,45.7143,0.839902859,3.472,3.309,0.005,0.026,0.009,0.005
40L|2017,40L,2017,F,15.64,162.35,Female,17.1,70.4225,57.3333,0.546381218,1.005,0.047,0.255,0.018,0,0.005
4C2|2017,4C2,2017,F,26.43,203.24,Female,11.3,90.1408,32,0.666161973,2.591,0,0,0,0.005,0.007
4K3|2017,4K3,2017,F,36.36,236.36,Male,6.3,50,,,,,,,,
50I|2017,50I,2017,F,20.1,165.42,Female,19.1,39.4366,61.3333,0.546492691,1.153,1.142,0.041,0,0,0.002
53E|2017,53E,2017,F,20.54,162.32,Female,21,7.0423,28,0.646328187,1.4,0.13,0,0,0,0
5G3|2017,5G3,2017,F,25.61,181.86,Male,8.4,54.8387,37.1429,0.67136927,0.624,1.978,0.002,0.011,0.01,0.005
5G7|2017,5G7,2017,F,23.54,205.23,Male,8.3,16.129,,,0,0.737,0.001,0,0.005,0.005
5G9|2017,5G9,2017,F,15.28,126.71,Female,8.3,4.2254,2.6667,0.786265403,0.114,0.656,0.013,0.056,0.005,0
5K1|2017,5K1,2017,F,28.74,209.58,Female,6.3,2.8169,37.3333,0.666302973,1.353,2.443,0.002,0,0,0.005
5K7|2017,5K7,2017,F,52.41,204.11,Female,6.3,5.6338,38.6667,0.606448375,1.812,0.765,0.028,0,0.007,0.005
61J|2017,61J,2017,F,19.68,122.7,Female,17.9,52.1127,29.3333,0.739350552,4.195,1.77,0.022,0.064,0,0.003
64P|2017,64P,2017,F,9.94,169.06,Female,16.1,87.3239,62.6667,0.692683603,1.254,2.163,0.008,0.008,0.011,0.007
68V|2017,68V,2017,F,14.33,139.28,Female,13.1,1.4085,16,0.745829252,2.864,1.464,0.02,0.057,0.002,0.007
79Z|2017,79Z,2017,F,17.74,157.85,Female,12.2,42.2535,65.3333,0.806051621,1.216,1.176,0.071,0.034,0.007,0.005
7D7|2017,7D7,2017,F,29.67,199.26,Male,10.3,6.4516,17.1429,0.760927375,0,0.424,0.001,0,0.002,0.005
7I5|2017,7I5,2017,F,17.87,149.86,Male,7.3,80.6452,51.4286,0.851174348,1.78,2.236,0.008,0.035,0.014,0.002
82L|2017,82L,2017,F,16.38,98.28,Female,17,67.6056,40,0.606377758,0.8,1.184,0.067,0.016,0.005,0.002
8C2|2017,8C2,2017,F,14.88,226.82,Male,10.2,29.0323,20,0.748000262,0.481,0,0.001,0,0.008,0.005
8E8|2017,8E8,2017,F,26.48,137.69,Female,9.2,40.8451,20,0.732865698,0,0.663,0.057,0.007,0.005,0.005
8F3|2017,8F3,2017,F,11.76,152.94,Female,9.2,16.9014,9.3333,0.712791289,0.843,0.19,0,0,0.007,0.005
96B|2017,96B,2017,F,9.61,141,Male,23.1,61.2903,85.7143,0.816182212,5.654,5.578,0.078,0.089,0.002,0.005
9D1|2017,9D1,2017,F,13.51,197.56,Male,10.3,87.0968,97.1429,0.875455677,2.07,7.608,0.196,0.006,0.002,0.023
9G3|2017,9G3,2017,F,13.98,134.53,Female,8.3,33.8028,33.3333,0.652743806,1.659,1.509,0.007,0.036,0.002,0.007
9H2|2017,9H2,2017,F,31.9,189.78,Male,8.3,35.4839,31.4286,0.756170804,0,0,0.03,0.009,0.007,0.012
00O|2017,00O,2017,F,18.89,186.65,Female,17.2,63.3803,66.6667,0.586330288,3.838,1.155,0.036,0.023,0,0.007
04Z|2017,04Z,2017,F,19.46,248.11,Male,13,67.4194,65.7143,0.852140364,,,,,,
0A9|2017,0A9,2017,F,14.43,168.61,Female,12.1,83.0986,68,0.65961691,1.833,2.428,0.007,0.003,0.01,0.007
18Z|2017,18Z,2017,F,16.26,152.28,Male,13,32.2581,80,0.533792998,0.403,2.489,0.006,0.014,0.002,0.005
1J7|2017,1J7,2017,F,23.14,202.63,Female,7.1,46.4789,48,0.739227028,1.295,0.006,0.03,0.026,0.005,0.002
1K5|2017,1K5,2017,F,23.06,157.48,Female,7.3,32.3944,12,0.699743123,0.277,0.91,0.001,0,0.002,0.005
1L4|2017,1L4,2017,F,29.4,202.71,Female,6.2,11.2676,58.6667,0.806071481,,,,,,
2A8|2017,2A8,2017,F,21.79,146.61,Female,12.3,53.5211,89.3333,0.826119849,1.202,0.771,0.012,0.002,0.005,0.002
2C9|2017,2C9,2017,F,18.57,147.91,Male,11.3,22.5806,2.8571,0.727743734,0,1.296,0,0,0.002,0.002
2I0|2017,2I0,2017,F,25.03,188.93,Male,7.3,19.3548,40,0.54954868,0,0,0,0,0.002,0.01
2I2|2017,2I2,2017,F,39.48,342.71,Male,7.3,50,42.8571,0.525096883,,,,,,
2J8|2017,2J8,2017,F,22.26,158.85,Female,7.4,54.9296,44,0.613011475,0,0.817,0.018,0.041,0.005,0.002
35N|2017,35N,2017,F,18.16,104.1,Female,17.1,32.32,10.6667,0.699823323,,,,,,
3C3|2017,3C3,2017,F,30.47,236.58,Female,11.2,49.2958,76,0.63021067,3.129,0.226,0.05,0.019,0.007,0.002
3E2|2017,3E2,2017,F,17.67,112.2,Female,10.3,77.4648,86.6667,0.832469939,,,,,,
3L1|2017,3L1,2017,F,33.76,169.35,Male,6.3,70.9677,100,0.741081349,1.874,3.859,0.199,0.003,0.014,0.014
43J|2017,43J,2017,F,11.65,139.74,Female,19,94.3662,93.3333,0.819412153,3.506,1.186,0.269,0.054,0.007,0.009
43P|2017,43P,2017,F,24.93,170.51,Male,16,90.3226,94.2857,0.899052174,0,1.303,0.373,0.083,0,0.007
4C1|2017,4C1,2017,F,20.54,139.66,Female,11.3,60.5634,90.6667,0.766380494,0.639,2.068,0.324,0.046,0.007,0.005
52P|2017,52P,2017,F,14.79,161.14,Female,16.1,22.5352,5.3333,0.746294745,1.597,0.19,0.001,0.006,0.002,0
55V|2017,55V,2017,F,21.25,160.15,Female,13.1,59.1549,53.3333,0.61279262,3.207,2.305,0.046,0.007,0.007,0.005
59A|2017,59A,2017,F,14.01,177.64,Female,24.2,73.2394,81.3333,0.77927765,2.82,1.786,0.018,0,0.011,0.002
5C0|2017,5C0,2017,F,20.56,118.24,Female,11.2,95.7746,98.6667,0.899620657,1.942,0.56,0.27,0.081,0.021,0.014
61D|2017,61D,2017,F,37.54,206.72,Male,21.9,9.6774,,,0,0,0,0,0,0
63V|2017,63V,2017,F,31.81,118.51,Female,13.2,38.0282,49.3333,0.553165201,0.795,1.844,0.011,0.002,0,0.002
6C0|2017,6C0,2017,F,23.13,113.83,Female,10.9,81.6901,72,0.672874157,3.235,0.498,0.188,0.006,0.002,0.012
6I9|2017,6I9,2017,F,17.56,133.96,Male,7.3,96.7742,88.5714,0.849579788,0.703,2.481,0.061,0.042,0.009,0.005
78T|2017,78T,2017,F,24.04,172.38,Female,14.1,19.7183,42.6667,0.612923154,1.201,0.535,0.01,0.018,0.002,0
7B7|2017,7B7,2017,F,16.46,169.52,Female,11.2,28.169,17.3333,0.739585441,1.412,0.795,0.007,0.012,0,0.007
7D8|2017,7D8,2017,F,17.09,166.15,Female,10.3,43.662,82.6667,0.699761067,3.419,0.54,0.078,0.055,0.002,0.005
7G2|2017,7G2,2017,F,31.04,234.07,Male,8.2,45.1613,11.4286,0.692524832,0.962,2.739,0.013,0.004,0.007,0.018
7J6|2017,7J6,2017,F,43.73,328.47,Male,7.3,50,22.8571,0.772915431,,,,,,
7J8|2017,7J8,2017,F,17.83,171.72,Female,7.4,71.831,46.6667,0.559618402,2.654,1.063,0,0,0.002,0.005
82A|2017,82A,2017,F,15.56,101.83,Female,24,80.2817,92,0.826114786,0.173,0.481,0.029,0.01,0.007,0.005
8B0|2017,8B0,2017,F,17.65,170.86,Female,11.3,56.338,78.6667,0.739578212,4.111,2.073,0.119,0.064,0.002,0.002
8H0|2017,8H0,2017,F,42.37,157.15,Male,8.3,3.2258,25.7143,0.749962482,0.209,1.344,0,0,0,0.007
8J6|2017,8J6,2017,F,33.41,164.79,Female,7.3,76.0563,74.6667,0.785762511,1.239,0.866,0.022,0,0.005,0.007
8J8|2017,8J8,2017,F,18.63,121.79,Female,7.1,69.0141,69.3333,0.792726634,4.491,2.203,0.082,0.03,0.007,0.005
92D|2017,92D,2017,F,15.15,169.22,Female,22.1,74.6479,84,0.706266785,0.409,1.229,0.005,0,0,0.005
98T|2017,98T,2017,F,26.22,121.97,Female,13,78.8732,88,0.839303947,4.374,2.054,0.06,0,0.007,0.012
9A4|2017,9A4,2017,F,27.13,179.63,Female,12.3,35.2113,4,0.77286962,1.921,0,0.026,0.051,0.005,0.005
9E5|2017,9E5,2017,F,35.41,231.18,Male,9.3,64.5161,77.1429,0.803002686,2.521,7.305,0.001,0,0.007,0.005
9F5|2017,9F5,2017,F,21.9,180.35,Male,9.4,74.1935,8.5714,0.677468197,0.55,0,0.071,0.003,0.007,0.007
9H7|2017,9H7,2017,F,15.98,131.16,Female,8.3,84.507,80,0.759457424,2.662,0.964,0.001,0,0.007,0.002
9I0|2017,9I0,2017,F,22.86,208.98,Male,7.1,67.7419,62.8571,0.815775175,0,0.328,0.002,0.005,0.002,0
07D|2017,07D,2017,F,23.94,171.65,Male,22.1,100,91.4286,0.87566074,0,3.061,0.233,0.062,0.017,0.007
1A3|2017,1A3,2017,F,21.06,165.65,Female,12.2,29.5775,36,0.719531654,0.652,0.074,0.003,0,0,0.005
1J2|2017,1J2,2017,F,51.38,309.84,Male,7.4,25.8065,14.2857,0.719326281,0.747,0.902,0.002,0,0.005,0.005
29Z|2017,29Z,2017,F,23.34,190.46,Female,13.1,18.3099,25.3333,0.653031972,6.748,1.813,0.019,0.039,0.002,0.005
5J5|2017,5J5,2017,F,45.47,187.48,Male,7,12.9032,28.5714,0.737014161,1.111,0.953,0.004,0.038,0.002,0.007
5K3|2017,5K3,2017,F,21.74,181.6,Female,6.4,57.7465,70.6667,0.599536631,,,,,,
7C0|2017,7C0,2017,F,15.62,182.21,Female,11.2,66.1972,,,0.231,1.355,0.062,0.005,0,0
8C0|2017,8C0,2017,F,18.3,149.24,Male,10.3,93.5484,60,0.858991006,1.108,4.596,0.029,0.008,0.009,0.002
9D8|2017,9D8,2017,F,27.53,143.17,Female,10.2,85.9155,96,0.866018656,0.481,3.296,0.006,0.01,0.002,0.007
9I6|2017,9I6,2017,F,20.6,134.64,Female,7.2,14.0845,64,0.552945016,1.011,0.618,0.01,0.062,0.007,0.007
0L1|2017,0L1,2017,F,30.37,168.12,Male,6.3,77.4194,48.5714,0.83729145,1.694,3.152,0,0,0.012,0.012
42T|2017,42T,2017,F,27.79,234.41,Male,14.1,38.7097,54.2857,0.576181055,5.223,1.545,0.004,0,0.009,0.002
43F|2017,43F,2017,F,7.88,109.86,Female,21.1,100,100,0.913006583,0.132,0.693,0.259,0.037,0.007,0
28G|2017,28G,2017,F,45.94,160.21,Female,20.1,9.8592,14.6667,0.693100571,1.18,0.482,0,0.018,0.006,0.005
98K|2017,98K,2017,F,33.49,223.29,Male,17.9,95.3714,71.4286,0.785169857,,,,,,
84J|2017,84J,2017,F,45.73,200.32,Male,18.1,29.3356,57.1429,0.66274349,,,,,,
17K|2017,17K,2017,F,15.07,206.26,Male,18.3,58.2721,,,,,,,,
17L|2017,17L,2017,F,7.75,160.82,Male,18.2,23.4281,,,,,,,,
0E1|2015,0E1,2015,R,30.65,226.6,Female,8.3,47.6923,46.1538,0.914700311,0.493,0.41,0.016,0.005,0.003,0.006
0E2|2015,0E2,2015,R,23.65,276.73,Female,8.2,46.1538,61.5385,0.881870043,0.788,0.389,0.025,0.008,0.003,0.009
1D5|2015,1D5,2015,R,24.02,220.42,Male,8.4,11.7647,58.8235,0.529299877,0.22,0.116,0.004,0.001,0.003,0
1E6|2015,1E6,2015,R,29.49,238.79,Female,8.3,83.0769,93.8462,0.971462976,0.389,0.785,0.066,0.013,0.012,0
1E7|2015,1E7,2015,R,11.75,196.04,Female,8.2,87.6923,87.6923,0.965026884,3.214,0.506,0.239,0.021,0.003,0.006
1F4|2015,1F4,2015,R,20.18,264.18,Female,7.2,23.0769,24.6154,0.871065464,3.98,0.434,0.038,0.041,0.003,0.009
31S|2015,31S,2015,R,30.07,211.9,Male,13.2,41.1765,20.5882,0.792974003,0.09,2.591,0.01,0.035,0.009,0.012
31V|2015,31V,2015,R,17.43,201.08,Female,11.3,32.3077,29.2308,0.871408245,5.849,7.296,0.033,0.01,0,0.003
33V|2015,33V,2015,R,13.57,209.14,Female,11.1,29.2308,12.3077,0.839264402,3.487,1.07,0.034,0.004,0.006,0.006
3A7|2015,3A7,2015,R,7.71,154.25,Female,10.3,26.1538,35.3846,0.862380485,1.561,1.476,0.05,0.047,0,0.003
3F4|2015,3F4,2015,R,27.87,224.18,Female,7.2,58.4615,63.0769,0.883636191,4.387,0.3,0.054,0.021,0.003,0.003
3H4|2015,3H4,2015,R,50.24,260.43,Female,6.3,70.7692,80,0.931546911,7.386,4.126,0.076,0.01,0.012,0
44T|2015,44T,2015,R,14.95,320.72,Male,12.1,5.8824,17.6471,0.719859242,,,,,,
4B2|2015,4B2,2015,R,17.63,191.02,Female,9.2,92.3077,75.3846,0.920889142,,,,,,
4H1|2015,4H1,2015,R,23.99,321.85,Female,6.4,76.9231,92.3077,0.965472498,3.517,1.724,0.05,0.017,0.006,0
4H2|2015,4H2,2015,R,32.13,180.3,Male,6.4,76.4706,85.2941,0.807818847,0.184,7.764,0.032,0.014,0.003,0.003
51T|2015,51T,2015,R,18.07,208.47,Female,12.2,36.9231,52.3077,0.890842517,1.152,1.993,0.051,0.031,0.006,0
5F7|2015,5F7,2015,R,33.85,323.39,Female,7.3,30.7692,18.4615,0.819349363,6.586,2.768,0.018,0.001,0,0.003
69O|2015,69O,2015,R,20.92,174.01,Female,14.1,100,100,0.995779852,,,,,,
6A4|2015,6A4,2015,R,25.42,265.39,Female,10.3,4.6154,20,0.841748991,1.746,0,0.023,0.038,0,0
7B3|2015,7B3,2015,R,47.97,259.56,Male,9.3,44.1176,47.0588,0.792589966,1.401,1.746,0.001,0,0.003,0.006
7C8|2015,7C8,2015,R,17.81,253.13,Female,8.2,1.5385,3.0769,0.895614479,1.85,0.133,0.018,0.015,0,0.003
7F2|2015,7F2,2015,R,25.4,263.67,Female,7.3,13.8462,38.4615,0.842901002,3.152,2.411,0.042,0.029,0.003,0.006
8A5|2015,8A5,2015,R,33.35,182.69,Female,10.4,9.2308,4.6154,0.893578746,5.941,1.466,0.027,0.042,0,0.003
X91|2015,X91,2015,R,18.64,166.77,Female,24.1,86.1538,84.6154,0.929025912,0,2.795,0.115,0.009,0.003,0.003
01K|2015,01K,2015,R,28.2,245.76,Male,16.1,64.7059,70.5882,0.67566245,0,0,0,0,0.012,0
09Z|2015,09Z,2015,R,33.42,207.43,Female,11.3,53.8462,44.6154,0.926005002,4.419,4.447,0.015,0.013,0,0.003
0B5|2015,0B5,2015,R,9.8,206.53,Female,10.3,64.6154,76.9231,0.893690077,0.227,0.963,0.132,0.018,0.003,0.01
0F6|2015,0F6,2015,R,5.6,212.75,Female,7.4,49.2308,55.3846,0.882626513,0.754,1.404,0.046,0.018,0.003,0.006
0G2|2015,0G2,2015,R,19.81,157.38,Female,7.4,80,67.6923,0.891822076,,,,,,
16Z|2015,16Z,2015,R,21.71,226.13,Female,11.3,15.3846,30.7692,0.816670959,2.565,1.121,0.046,0.014,0.003,0
25L|2015,25L,2015,R,25.8,221.11,Male,15.1,35.2941,44.1176,0.733812976,0,1.826,0.002,0.002,0.003,0.003
26V|2015,26V,2015,R,23.93,229.58,Female,11.2,12.3077,16.9231,0.826409254,0.526,0.528,0.018,0.004,0,0.003
2F0|2015,2F0,2015,R,18.08,191.61,Female,7.3,95.3846,96.9231,0.995886255,2.358,6.002,0.445,0.023,0.003,0.006
39L|2015,39L,2015,R,20.17,217.26,Male,15.1,94.1176,94.1176,0.822616122,0,2.005,0.031,0.005,0.006,0
3B1|2015,3B1,2015,R,20.36,182.4,Female,9.3,84.6154,78.4615,0.945583157,3.96,2.617,0.162,0.021,0.006,0.006
3F8|2015,3F8,2015,R,21.3,213.52,Female,7.3,3.0769,6.1538,0.885861555,0.133,1.501,0.034,0.012,0,0.003
4D5|2015,4D5,2015,R,29,249.8,Female,8.1,38.4615,64.6154,0.892658297,2.79,0.859,0.009,0.014,0.003,0.009
4E0|2015,4E0,2015,R,41.82,230.26,Female,8,63.0769,69.2308,0.875689935,1.016,1.264,0.048,0.008,0.006,0
4F5|2015,4F5,2015,R,32.92,314.34,Female,7.2,7.6923,10.7692,0.870573657,0.097,0,0.001,0.002,0,0
4H0|2015,4H0,2015,R,13.24,160.21,Female,6.4,93.8462,95.3846,0.949883105,3.44,2.571,0.302,0.038,0.012,0.003
5C4|2015,5C4,2015,R,23.73,271.08,Female,9.3,6.1538,36.9231,0.794518864,1.75,0.658,0.02,0.01,0,0.009
6D8|2015,6D8,2015,R,18.59,211.25,Female,8.3,56.9231,49.2308,0.895127509,1.02,0.257,0.064,0.033,0,0.003
73S|2015,73S,2015,R,25.37,253.21,Male,12.2,55.8824,41.1765,0.719697098,0,0.225,0.009,0,0.012,0.003
77V|2015,77V,2015,R,17.19,202.72,Female,11.3,50.7692,50.7692,0.891878686,0.776,1.051,0.009,0.001,0.003,0.003
85V|2015,85V,2015,R,18.15,220.34,Female,11.1,0,27.6923,0.801535851,0,0.337,0.05,0.021,0,0.003
8A3|2015,8A3,2015,R,21.57,249.36,Female,10.4,78.4615,9.2308,0.900588937,1.763,0.625,0.005,0.004,0,0
8D6|2015,8D6,2015,R,38.37,209.86,Male,8.3,26.4706,8.8235,0.778623091,0,0.443,0.01,0.007,0.006,0.006
91V|2015,91V,2015,R,9.05,209.37,Female,11.2,27.6923,56.9231,0.896008916,2.837,3.9,0.029,0.022,0,0.009
93R|2015,93R,2015,R,41.22,237.25,Male,13.3,58.8235,73.5294,0.734201513,0.985,3.137,0.048,0.026,0.009,0
95V|2015,95V,2015,R,18.58,290.36,Female,11.2,35.3846,47.6923,0.915104006,3.005,6.14,0.031,0.027,0,0.012
X83|2015,X83,2015,R,18.42,310.62,Female,23.9,21.5385,26.1538,0.829051655,2.1,0.544,0.016,0.014,0,0.009
0B4|2015,0B4,2015,R,13.39,180.52,Female,10.2,16.9231,1.5385,0.872155576,1.027,2.439,0.042,0.043,0,0.003
0E8|2015,0E8,2015,R,28.77,237.05,Male,8.3,20.5882,29.4118,0.675701105,,,,,,
10R|2015,10R,2015,R,20.37,185.41,Male,13.2,23.5294,52.9412,0.529332701,6.174,2.779,0.107,0.016,0.015,0
14Z|2015,14Z,2015,R,23.83,198.59,Female,11.2,90.7692,81.5385,0.94584589,1.467,2.524,0.225,0.024,0.01,0.003
17K|2015,17K,2015,R,32.47,173.65,Male,16.3,31.25,,,,,,,,
28I|2015,28I,2015,R,16.46,248.51,Female,17.2,75.3846,89.2308,0.943595537,0.89,1.839,0.037,0.014,0.003,0.009
3H6|2015,3H6,2015,R,18.81,210.32,Female,6.4,33.8462,41.5385,0.886689287,4.123,0.224,0.025,0.011,0.003,0.003
48N|2015,48N,2015,R,18.55,195.33,Female,15.2,10.7692,7.6923,0.879232606,1.671,2.848,0.007,0.005,0,0.006
4A0|2015,4A0,2015,R,25.39,177.22,Female,10.3,73.8462,86.1538,0.955496758,3.201,2.265,0.105,0.034,0,0.006
54N|2015,54N,2015,R,22.34,227.53,Female,15,81.5385,83.0769,0.964927961,3.701,0.469,0.072,0.008,0,0.003
5B2|2015,5B2,2015,R,9.09,176.95,Male,9.2,79.4118,97.0588,0.823004299,2.203,3.949,0.028,0.006,0.018,0
5G2|2015,5G2,2015,R,47.84,284.35,Male,6.4,2.9412,23.5294,0.676018015,,,,,,
60V|2015,60V,2015,R,11.13,165.07,Female,11.2,20,23.0769,0.838271168,1.293,0.656,0.054,0.042,0.003,0
6B0|2015,6B0,2015,R,23.93,273.7,Female,9.3,41.5385,66.1538,0.896651439,1.601,3.503,0.047,0.018,0.003,0.003
76L|2015,76L,2015,R,24.31,225.41,Female,15.3,24.6154,15.3846,0.865033395,3.521,2.17,0.018,0.006,0,0
7A6|2015,7A6,2015,R,29.27,251.49,Female,10.3,52.3077,60,0.893190338,0.319,0.205,0.056,0.01,0,0.003
7A8|2015,7A8,2015,R,17.81,213.13,Female,10.3,67.6923,43.0769,0.946204244,3.071,4.689,0.075,0.014,0.003,0.006
7F7|2015,7F7,2015,R,32.48,168.12,Female,7.4,40,21.5385,0.856599422,1.647,0.657,0.017,0.005,0,0.012
84E|2015,84E,2015,R,25.36,160.18,Male,19,91.1765,100,0.837416877,0.904,4.719,0.055,0.027,0.006,0
87F|2015,87F,2015,R,31.61,236.85,Female,19.2,69.2308,73.8462,0.899090824,0.133,0.358,0.042,0.018,0.003,0.009
89K|2015,89K,2015,R,29.89,242.24,Female,16.1,61.5385,58.4615,0.875641646,3.517,2.003,0.078,0.037,0.003,0.006
8B5|2015,8B5,2015,R,31.72,218.42,Male,9.3,52.9412,64.7059,0.807303873,0,5.088,0.016,0.002,0,0
99Z|2015,99Z,2015,R,28.81,219.71,Female,10.3,18.4615,13.8462,0.885281081,3.766,0,0.019,0.007,0.009,0.009
9F9|2015,9F9,2015,R,43.45,211.67,Male,7.3,70.5882,91.1765,0.793459338,2.17,0.046,0.038,0.001,0.016,0
0G8|2015,0G8,2015,R,47.32,288.72,Male,7.4,29.4118,11.7647,0.77867056,0,0,0.002,0,0,0.006
2C8|2015,2C8,2015,R,16.17,160.95,Female,9.1,96.9231,98.4615,0.995816097,0.818,5.144,0.412,0.002,0.003,0.003
37P|2015,37P,2015,R,20.38,216.82,Female,14.2,43.0769,40,0.86331674,2.251,4.629,0.09,0.021,0.003,0.009
46N|2015,46N,2015,R,18.06,170.28,Male,15.3,38.2353,5.8824,0.764221181,0,0,0.003,0.001,0,0.003
4A5|2015,4A5,2015,R,13.08,203.57,Female,10.2,72.3077,72.3077,0.920793298,0.902,6.99,0.062,0.014,0.006,0
4F8|2015,4F8,2015,R,25.85,238.28,Female,7.4,44.6154,32.3077,0.835002962,2.787,0.581,0.088,0.018,0.006,0
6C6|2015,6C6,2015,R,26.03,184.39,Male,9.3,67.6471,82.3529,0.836715758,3.211,1.404,0.012,0.003,0.012,0
8D2|2015,8D2,2015,R,12.49,208.45,Male,8.1,82.3529,76.4706,0.734709015,,,,,,
8D8|2015,8D8,2015,R,29.33,284.52,Male,8.4,88.2353,50,0.529372653,,,,,,
8F0|2015,8F0,2015,R,16.35,215.4,Female,7.4,89.2308,90.7692,0.965282261,1.625,0.626,0.262,0.021,0,0.003
93I|2015,93I,2015,R,22.55,231.13,Female,17.1,66.1538,33.8462,0.830100203,,,,,,
0A2|2015,0A2,2015,R,16.2,228.33,Female,10.2,60,53.8462,0.884535145,3.428,2.391,0.048,0.005,0.003,0.003
6H2|2015,6H2,2015,R,20.52,163.64,Male,6.2,73.5294,88.2353,0.807721226,0,0.819,0.003,0,0,0.003
7B2|2015,7B2,2015,R,24.31,190.32,Male,9.5,50,38.2353,0.807545287,,,,,,
43V|2015,43V,2015,R,21.84,120.12,Male,11.3,8.8235,26.4706,0.661308186,,,,,,
1E5|2015,1E5,2015,R,27.3,250.45,Male,8.9,17.6471,32.3529,0.690504908,,,,,,
9E7|2015,9E7,2015,R,21.84,303.29,Male,7.7,0,2.9412,0.88139569,,,,,,
8H2|2015,8H2,2015,R,24.35,230.26,Male,7,61.7647,67.6471,0.617291534,,,,,,
2G8|2016,2G8,2016,R,40.94,207.65,Female,7.8,31.8841,27.5362,0.862360149,2.504,0.356,0.03,0.01,0.002,0.018
2J9|2016,2J9,2016,R,36.75,240.94,Male,6.8,72.973,12.069,0.902035524,0.495,1.502,0.029,0.017,0.01,0.004
22R|2016,22R,2016,R,38.42,206.21,Male,14.9,43.2432,60.3448,0.775791522,0,0,0,0,0.02,0.006
28I|2016,28I,2016,R,16.26,171.56,Female,18.8,76.8116,85.5072,0.929742955,0.901,0.367,0.084,0.026,0.018,0.016
5B2|2016,5B2,2016,R,28.15,305.9,Male,10.8,2.7027,37.931,0.825751208,0.106,0,0.001,0.001,0.008,0.011
60V|2016,60V,2016,R,12.68,143.29,Female,12.9,44.9275,43.4783,0.851642807,2.121,0.279,0.006,0.011,0.004,0.021
7A8|2016,7A8,2016,R,34.16,189.35,Female,12,68.1159,75.3623,0.927787146,0.85,1.624,0.044,0.014,0.02,0.033
7B2|2016,7B2,2016,R,24.74,226.58,Male,11,83.7838,77.5862,0.836291447,1.168,0,0,0.003,0.047,0.006
